Date,Actual,Predicted,Cash,Position,Equity
2025-07-30,0.9195086924540861,0.8868644974622635,10476.662164190306,0.0,10476.662164190306
2025-07-31,0.8951768263494029,0.8841458177914273,10476.662164190306,0.0,10476.662164190306
2025-08-01,0.8659061985545657,0.87988108181653,0.0,12099.0728345388,10476.662164190306
2025-08-02,0.8574881201181568,0.867781285351494,0.0,12099.0728345388,10374.811220061334
2025-08-03,0.8773832735933871,0.8557942659496526,10615.524131012473,0.0,10615.524131012473
2025-08-04,0.8870156102231201,0.8498890444642383,10615.524131012473,0.0,10615.524131012473
2025-08-05,0.8762974465551263,0.8519065943727704,10615.524131012473,0.0,10615.524131012473
2025-08-06,0.8867704234725451,0.8504177541238974,10615.524131012473,0.0,10615.524131012473
2025-08-07,0.915784188957256,0.8511916728775527,10615.524131012473,0.0,10615.524131012473
2025-08-08,0.9059767189342551,0.8588175569382878,10615.524131012473,0.0,10615.524131012473
2025-08-09,0.9038751182150406,0.8660915349185975,10615.524131012473,0.0,10615.524131012473
2025-08-10,0.9367418183516447,0.8691169841402059,10615.524131012473,0.0,10615.524131012473
2025-08-11,0.9297598337400321,0.8752016954036306,10615.524131012473,0.0,10615.524131012473
2025-08-12,0.9460472393139443,0.8857324164287009,10615.524131012473,0.0,10615.524131012473
2025-08-13,0.9840278345339701,0.8912385907004547,10615.524131012473,0.0,10615.524131012473
2025-08-14,0.9260470058027532,0.903862551966922,10615.524131012473,0.0,10615.524131012473
2025-08-15,0.9149785753482236,0.9082947892133837,10615.524131012473,0.0,10615.524131012473
2025-08-16,0.9151420331819404,0.898807907222119,10615.524131012473,0.0,10615.524131012473
2025-08-17,0.915492299968476,0.8910297459391808,10615.524131012473,0.0,10615.524131012473
2025-08-18,0.9011897395182664,0.8865461704028542,10615.524131012473,0.0,10615.524131012473
2025-08-19,0.8615512148419715,0.8798943709261483,0.0,12321.408116126453,10615.524131012473
2025-08-20,0.8778152692967811,0.8693739444080845,10815.920183573087,0.0,10815.920183573087
2025-08-21,0.8569043421405973,0.8594905570583559,0.0,12622.085863813321,10815.920183573087
2025-08-22,0.9084986397973125,0.853677621246759,11467.147838679288,0.0,11467.147838679288
2025-08-23,0.8909969760300764,0.8561709459100988,11467.147838679288,0.0,11467.147838679288
2025-08-24,0.8686499550490958,0.8622545173718835,11467.147838679288,0.0,11467.147838679288
2025-08-25,0.8296302350290139,0.8549989802593309,0.0,13821.998469328035,11467.147838679288
2025-08-26,0.8489182594075821,0.8433363311826426,11733.74688211622,0.0,11733.74688211622
2025-08-27,0.8429053462387186,0.83420549856318,11733.74688211622,0.0,11733.74688211622
2025-08-28,0.858176978131677,0.8310057445789443,11733.74688211622,0.0,11733.74688211622
2025-08-29,0.8089177923852002,0.8304345645490862,0.0,14505.487445785719,11733.74688211622
2025-08-30,0.8143469275765043,0.8229828042627927,0.0,14505.487445785719,11812.499134475154
2025-08-31,0.8078319653469395,0.8105706308503192,0.0,14505.487445785719,11717.996431644435
2025-09-01,0.819215635909351,0.8037959646606448,11883.122122074456,0.0,11883.122122074456
2025-09-02,0.8424967016544269,0.8007441459469082,11883.122122074456,0.0,11883.122122074456
2025-09-03,0.8485796681805977,0.8068027534000847,11883.122122074456,0.0,11883.122122074456
2025-09-04,0.8367640019147919,0.8158350074560796,11883.122122074456,0.0,11883.122122074456
2025-09-05,0.835853308269799,0.81824710403201,11883.122122074456,0.0,11883.122122074456
2025-09-06,0.8306460087099676,0.8207182803221097,11883.122122074456,0.0,11883.122122074456
2025-09-07,0.841399199056615,0.8182512947597181,11883.122122074456,0.0,11883.122122074456
2025-09-08,0.8525376828684517,0.8171166068888988,11883.122122074456,0.0,11883.122122074456
2025-09-09,0.8459176406029261,0.82093169242592,11883.122122074456,0.0,11883.122122074456
2025-09-10,0.8746044904202035,0.8239272457614747,11883.122122074456,0.0,11883.122122074456
2025-09-11,0.8926432299267943,0.8295229300032624,11883.122122074456,0.0,11883.122122074456
2025-09-12,0.8993566766687295,0.8406858989234443,11883.122122074456,0.0,11883.122122074456
2025-09-13,0.897873880605728,0.8515411589719332,11883.122122074456,0.0,11883.122122074456
2025-09-14,0.8904131980525167,0.8574139797536015,11883.122122074456,0.0,11883.122122074456
2025-09-15,0.8909385982323204,0.8583674903902255,11883.122122074456,0.0,11883.122122074456
2025-09-16,0.9078681595815481,0.8589262888821846,11883.122122074456,0.0,11883.122122074456
2025-09-17,0.9036649581431191,0.8623902440583932,11883.122122074456,0.0,11883.122122074456
2025-09-18,0.9112307207322912,0.8660116597803603,11883.122122074456,0.0,11883.122122074456
2025-09-19,0.8946163994909457,0.8709627222679759,11883.122122074456,0.0,11883.122122074456
2025-09-20,0.8952819063853636,0.8711926361957117,11883.122122074456,0.0,11883.122122074456
2025-09-21,0.8898294200749572,0.8682951772513731,11883.122122074456,0.0,11883.122122074456
2025-09-22,0.8600450676598677,0.8649458595741174,0.0,13816.859800623863,11883.122122074456
2025-09-23,0.8516853670212146,0.856608137187923,0.0,13816.859800623863,11767.617310375
2025-09-24,0.8670270522714802,0.8468757907662566,11979.59122458322,0.0,11979.59122458322
2025-09-25,0.8166119861294354,0.8423705137735593,0.0,14669.869446031398,11979.59122458322
2025-09-26,0.8244929888264896,0.8339541492951307,0.0,14669.869446031398,12095.204505252826
2025-09-27,0.8242945043141194,0.8228572044338903,12092.292763369298,0.0,12092.292763369298
2025-09-28,0.8537636166213267,0.8155262436960252,12092.292763369298,0.0,12092.292763369298
2025-09-29,0.8791696342047193,0.8160788656110797,12092.292763369298,0.0,12092.292763369298
2025-09-30,0.8755035085056453,0.8270178568661585,12092.292763369298,0.0,12092.292763369298
2025-10-01,0.9292461091197797,0.8367189979841073,12092.292763369298,0.0,12092.292763369298
2025-10-02,0.9519433968872959,0.8526646255866043,12092.292763369298,0.0,12092.292763369298
2025-10-03,0.9717451458861166,0.8750241368777608,12092.292763369298,0.0,12092.292763369298
2025-10-04,0.9732979953064251,0.894474506994011,12092.292763369298,0.0,12092.292763369298
2025-10-05,0.9858842485026096,0.9079995998597282,12092.292763369298,0.0,12092.292763369298
2025-10-06,1.0000000000000002,0.9180866210192039,12092.292763369298,0.0,12092.292763369298
2025-10-07,0.9610853600158789,0.9287571247395843,12092.292763369298,0.0,12092.292763369298
2025-10-08,0.9838527011407023,0.9298155343962372,12092.292763369298,0.0,12092.292763369298
2025-10-09,0.9645880278812362,0.9291305139095375,12092.292763369298,0.0,12092.292763369298
2025-10-10,0.8630223353454216,0.9278848122608595,0.0,14011.564090666785,12092.292763369298
2025-10-11,0.8369624864271621,0.9059803180258095,0.0,14011.564090666785,11727.153520058011
2025-10-12,0.8874709570456165,0.8767468353949045,12434.856193250045,0.0,12434.856193250045
2025-10-13,0.8895141799670749,0.8646888287684953,12434.856193250045,0.0,12434.856193250045
2025-10-14,0.8639797312286193,0.8653947027318288,0.0,14392.532305783496,12434.856193250045
2025-10-15,0.8374295088092099,0.8574045374899729,0.0,14392.532305783496,12052.731259352957
2025-10-16,0.8070964050952143,0.8465170311609115,0.0,14392.532305783496,11616.161084214595
2025-10-17,0.7868976870716531,0.8311813434341415,0.0,14392.532305783496,11325.45038252508
2025-10-18,0.7955843033777394,0.8135787257641066,0.0,14392.532305783496,11450.472788338373
2025-10-19,0.8126773225606838,0.8025587550724443,11696.484619132276,0.0,11696.484619132276
2025-10-20,0.8348141834697429,0.7980012850150849,11696.484619132276,0.0,11696.484619132276
2025-10-21,0.8090345479807122,0.8038622768709723,11696.484619132276,0.0,11696.484619132276
2025-10-22,0.7999626382094362,0.8100110578075018,0.0,14621.288620819374,11696.484619132276
2025-10-23,0.8293383460402342,0.8045797424009743,12125.995321767236,0.0,12125.995321767236
2025-10-24,0.8401732653037397,0.8058378004905743,12125.995321767236,0.0,12125.995321767236
2025-10-25,0.8475171922614393,0.811497722839374,12125.995321767236,0.0,12125.995321767236
2025-10-26,0.8811778304475244,0.8154468340346753,12125.995321767236,0.0,12125.995321767236
2025-10-27,0.8759238286494881,0.8256020355474271,12125.995321767236,0.0,12125.995321767236
2025-10-28,0.8621933706172868,0.8376767350455364,12125.995321767236,0.0,12125.995321767236
2025-10-29,0.828486030192997,0.8407886179629546,0.0,14636.330462859425,12125.995321767236
